"edcode","data_cut_off_date","original_underlying_exposure_identifier","format","spv_country","deal_vintage","unique_identifier","original_obligor_identifier","redemption_date","geographic_region_obligor","customer_type","nace_industry_code","obligor_basel_iii_segment","enterprise_size","revenue","total_debt","ebitda","free_cashflow","date_of_financials","debt_type","seniority","syndicated","origination_date","maturity_date","purpose","original_principal_balance","current_principal_balance","total_credit_limit","amortisation_type","principal_grace_period_end_date","scheduled_principal_payment_frequency","scheduled_interest_payment_frequency","payment_due","payment_due_interest","balloon_amount","interest_rate_type","current_interest_rate","current_interest_rate_index","current_interest_rate_margin","interest_rate_reset_interval","interest_rate_cap","interest_rate_floor","revision_margin_1","interest_revision_date_1","revision_margin_2","interest_revision_date_2","revision_margin_3","interest_revision_date_3","revised_interest_rate_index","arrears_balance","number_of_days_in_arrears","number_of_days_in_arrears_interest","reason_for_default_or_foreclosure","default_amount","default_date","allocated_losses","cumulative_recoveries","recovery_source","deposit_amount","percentage_of_prepayments_allowed_per_year","date_last_in_arrears","date_of_repurchase","date_of_restructuring","pool_addition_date","prepayment_date","prepayment_fee_end_date","prepayment_lockout_end_date","cumulative_prepayments","enterprise_value","market_value","prepayment_fee","prior_principal_balance","number_of_payments_before_securitisation","purchase_price","account_status","credit_impaired_obligor","current_interest_rate_tenor","geographic_region_classification","international_securities_identification_number","leveraged_transaction","managed_by_clo","new_obligor_identifier","new_underlying_exposure_identifier","original_lender_establishment_country","original_lender_legal_entity_identifier","origination_channel","originator_establishment_country","originator_legal_entity","payment_in_kind","recourse","revised_interest_rate_tenor","securitised_receivables","special_scheme","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","065-610-0112918","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","485865","","ITH42","ENEO","F43.9.1","RETL","","","","","","","LOLE","","","7/12/2019","6/30/2027","OTHR","48000","27388","","FRXX","7/31/2019","MNTH","MNTH","650.84","","","FLIF","6.4499998092651","EURI","3.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/13/2019","0","","","","","3","100","PERF","1","QUTR","2016","","","","485865","065-610-0112918","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","066-610-0106045","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","124574","","ITH42","ENEO","I56.1.0","RETL","MICE","207000","110000","63000","35000","12/31/2022","LOLE","","","8/27/2018","3/31/2029","OTHR","60000","37745.72","","FRXX","9/30/2020","MNTH","MNTH","669.04","","","FLIF","5.4499998092651","EURI","2.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/28/2018","0","122000","","","","14","100","PERF","1","QUTR","2016","","","","124574","066-610-0106045","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","101-620-0060380","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","121176","2/1/2023","ITH42","CNEO","","RETL","SMAE","2662000","217000","178000","19000","","LOLE","","","7/3/2013","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","2/1/2023","","","170153.2","1142000","","","","75","","RDMD","1","","2016","","","","121176","101-620-0060380","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","005-610-0090386","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","89123","","ITH35","ENEO","I55.1.0","SMEX","MEDE","24568000","12563000","3655000","4279000","12/31/2022","LOLE","","","9/22/2017","1/31/2024","OTHR","1200000","214839.53","","FRXX","6/30/2021","MNTH","MNTH","23435.07","","","FLFL","6.6999998092651","EURI","3.5","1","","3.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","9/23/2017","0","17889000","","","","25","100","PERF","1","SEMI","2016","","","","89123","005-610-0090386","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","005-610-0108129","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","103448","","ITH35","ENEO","I55.1.0","SMEX","MICE","167000","489000","67000","0","12/31/2010","LOLE","","","12/21/2018","6/30/2025","OTHR","200000","99706.42","","FRXX","6/30/2021","MNTH","MNTH","4331.47","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/22/2018","0","1457000","","","","10","100","PERF","1","QUTR","2016","","","","103448","005-610-0108129","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","036-610-0113144","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","438211","","ITH42","ENEO","S96.0.9","RETL","NATP","287000","88000","220000","0","12/31/2017","LOLE","","","7/31/2019","11/30/2024","OTHR","80000","28031.34","","FRXX","11/30/2019","MNTH","MNTH","1516.27","","","FLIF","6.0500001907349","EURI","3.3499999046326","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/1/2019","0","234000","","","","2","100","PERF","1","QUTR","2016","","","","438211","036-610-0113144","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","043-630-0070213","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","285178","","ITH42","ENEO","R93.2.9","SMEX","MEDE","6838000","8503000","2260000","3000","12/31/2021","LOLE","","","10/9/2009","6/30/2025","OVRD","400000","111642.07","","FRXX","6/30/2021","SEMI","SEMI","24385.58","","","FLIF","4.3499999046326","EURI","1.75","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","10/10/2009","0","27153000","","","","20","100","PERF","1","SEMI","2016","","","","285178","043-630-0070213","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","058-610-0105776","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","146142","","ITH43","ENEO","I56.1.0","RETL","","","","","","","LOLE","","","8/3/2018","1/31/2026","OTHR","15000","10923.66","","FRXX","6/30/2022","MNTH","MNTH","314.69","","","FXRL","5.5","","","","","","","","","","","","","0","0","","UPPD","11210.17","9/30/2021","5041.21","0","","0","100","8/31/2022","","","10/9/2019","","","8/4/2018","0","","","","","14","100","DTCR","1","","2016","","","","146142","058-610-0105776","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","065-610-0108172","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","484272","","ITH42","CNEO","G47.6.2","RETL","MICE","375000","145000","8000","24000","12/31/2021","LOLE","","","11/21/2018","2/28/2027","OTHR","40000","24172.74","","FRXX","6/30/2021","MNTH","MNTH","627.83","","","FLIF","5.9499998092651","EURI","3.25","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/22/2018","0","230000","","","","11","100","PERF","1","QUTR","2016","","","","484272","065-610-0108172","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","069-620-0090576","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","158768","","ITH35","ENEO","L68.2.0","SMEX","","","","","","","LOLE","","","6/21/2016","6/30/2033","EQPI","1000000","299146.93","","FRXX","12/31/2021","SEMI","SEMI","20408.43","","","FLFL","5.0999999046326","EURI","2.5","6","","2.5","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","11/3/2017","","6/22/2016","550000","","","2750","","7","100","PERF","1","SEMI","2016","","","","531477","069-620-0090576","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","071-620-0070011","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","461770","1/2/2023","ITH42","CNEO","","RETL","SMAE","345000","596000","32000","-108000","","LOLE","","","12/12/2007","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","","","","0","719000","","","","142","","RDMD","1","","2016","","","","461770","071-620-0070011","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","010-610-0106981","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","465660","","ITH32","ENEO","G47.5.9","RETL","MICE","604000","0","44000","-506000","12/31/2021","LOLE","","","9/27/2018","12/31/2024","OVRD","50000","19858.69","","FRXX","6/30/2021","MNTH","MNTH","1038.59","","","FLIF","7.1999998092651","EURI","4.5","1","","","","","","","","","","1030.79","0","","","0","","0","0","","0","100","3/31/2023","","","10/9/2019","","","9/28/2018","0","0","","","","13","100","PERF","1","QUTR","2016","","","","465660","010-610-0106981","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","015-646-0070152","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","59139","","ITH42","ENEO","A1.1.9","RETL","","","","","","","LOLE","","","12/3/2010","8/31/2035","OTHR","680000","503598.71","","FRXX","12/31/2021","MNTH","MNTH","5268.85","","","FLFL","5.5","EURI","2.2999999523163","1","","2.3","","","","","","","","5268.85","0","","","0","","0","0","","0","100","3/31/2023","","10/31/2019","10/9/2019","","","12/4/2010","0","","","","","106","100","RNAR","1","SEMI","2016","","","","59139","015-646-0070152","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","017-610-0112750","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","485875","","ITH35","ENEO","C18.1.2","RETL","MICE","47000","49000","18000","-13000","12/31/2021","LOLE","","","7/12/2019","11/30/2025","OVRD","30000","17010.43","","FRXX","6/30/2021","MNTH","MNTH","656.21","","","FLIF","8.4499998092651","EURI","5.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","7/13/2019","0","162000","","","","3","100","PERF","1","QUTR","2016","","","","485875","017-610-0112750","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","025-610-0106191","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","221665","","ITH42","ENEO","B8.1.1","RETL","SMAE","1091000","225000","66000","-83000","12/31/2021","LOLE","","","8/27/2018","12/31/2024","OTHR","120000","44197.44","","FRXX","6/30/2021","MNTH","MNTH","2368.68","","","FLIF","6.1999998092651","EURI","3.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","8/28/2018","0","1429000","","","","14","100","PERF","1","QUTR","2016","","","","221665","025-610-0106191","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","031-620-0070331","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","381336","","ITH42","ENEO","L68.1.0","RETL","SMAE","62000","1178000","50000","55000","12/31/2021","LOLE","","","7/1/2009","12/31/2033","OTHR","7759.48","4870.76","","FRXX","12/31/2021","SEMI","SEMI","304.2","","","FLIF","4.5","EURI","1.8999999761581","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","10/1/2021","10/9/2019","","","7/2/2009","0","2049000","","","","20","100","RNAR","1","SEMI","2016","","","","381336","031-620-0070331","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","058-620-0070154","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","386553","","ITH43","ENEO","N77.2.1","RETL","NATP","26000","0","7000","0","12/31/2015","LOLE","","","11/27/2009","2/28/2027","EQPI","50000","12741.85","","OTHR","9/30/2020","MNTH","MNTH","303.63","","","FLIF","4.4499998092651","EURI","1.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","11/28/2009","0","32000","","","","119","100","PERF","1","QUTR","2016","","","","386553","058-620-0070154","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","010-610-0090477","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","143790","","ITH35","ENEO","I56.1.0","RETL","SMAE","2035000","153000","128000","78000","12/31/2018","LOLE","","","1/31/2017","11/30/2023","OTHR","150000","21998.8","","FRXX","12/31/2021","MNTH","MNTH","3024.79","","","FLFL","7.6999998092651","EURI","4.5","1","","4.5","","","","","","","","0","0","","UPXX","64308.92","8/31/2020","9618.11","42069.86","","0","100","","","9/1/2021","10/9/2019","","","2/1/2017","0","1880000","","","","32","100","DTCR","1","SEMI","2016","","","","143790","010-610-0090477","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","020-620-0070005","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","459981","","ITH35","ENEO","L68.1.0","RETL","MICE","0","252000","-7000","-37000","12/31/2021","LOLE","","","3/18/2013","2/28/2033","OTHR","400000","246951.77","","FRXX","3/31/2013","MNTH","MNTH","3206.21","","","FLIF","7.6999998092651","EURI","4.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","3/19/2013","0","769000","","","","79","100","PERF","1","SEMI","2016","","","","459981","020-620-0070005","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","025-640-0112177","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","161987","","ITH42","ENEO","A1.2.1","RETL","","","","","","","LOLE","","","6/19/2019","9/30/2030","EQPI","165000","128472.58","","FRXX","6/30/2021","MNTH","MNTH","1938.8","","","FLIF","5.5","EURI","2.7999999523163","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/20/2019","0","","","","","4","100","PERF","1","QUTR","2016","","","","161987","025-640-0112177","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","026-610-0109347","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","267234","2/28/2023","ITH42","ENEO","","RETL","MICE","131000","2000","17000","27000","","LOLE","","","2/8/2019","","OTHR","","0","","FRXX","","","","","","","","0","","0","","","","","","","","","","","0","0","","","0","","0","0","","0","","","","","","","","","0","118000","","","","8","","RDMD","1","","2016","","","","267234","026-610-0109347","","549300B0FLNFTFYQDJ30","","IT","549300B0FLNFTFYQDJ30","","","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","032-610-0112334","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","119265","","ITH42","ENEO","","RETL","","","","","","","LOLE","","","6/24/2019","6/30/2027","OTHR","50000","27728.66","","FRXX","6/30/2019","MNTH","MNTH","645.45","","","FLIF","5.3499999046326","EURI","2.6500000953674","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/25/2019","0","","","","","4","100","PERF","1","QUTR","2016","","","","119265","032-610-0112334","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","034-645-0070188","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","407694","","ITH42","ENEO","A1.5.0","RETL","","","","","","","LOLE","","","9/2/2009","5/31/2026","OVRD","150000","37383.4","","FRXX","12/31/2021","MNTH","MNTH","1114.42","","","FLIF","4.9499998092651","EURI","1.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","9/30/2021","10/9/2019","","","9/3/2009","0","","","","","121","100","RNAR","1","SEMI","2016","","","","407694","034-645-0070188","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","038-610-0105324","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","123920","","ITF33","ENEO","H49.4.1","RETL","SMAE","3785000","68000","-303000","64000","12/31/2021","LOLE","","","6/29/2018","10/31/2024","OVRD","100000","33082.39","","FRXX","6/30/2021","MNTH","MNTH","1924.47","","","FLIF","5.5999999046326","EURI","2.9000000953674","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/30/2018","0","3595000","","","","16","100","PERF","1","QUTR","2016","","","","123920","038-610-0105324","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","043-620-0070295","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","285255","","ITH42","ENEO","I55.1.0","RETL","MEDE","1259000","453000","741000","382000","12/31/2020","LOLE","","","3/31/2011","12/31/2030","EQPI","550000","257887.25","","FRXX","6/30/2011","SEMI","SEMI","19246.59","","","FLIF","3.5999999046326","EURI","1","6","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","4/1/2011","0","9252000","","","","17","100","PERF","1","SEMI","2016","","","","285255","043-620-0070295","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","046-620-0070320","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","47468","","ITH43","CNEO","G47.2.6","RETL","","","","","","","LOLE","","","2/1/2010","1/31/2028","EQPI","120000","37262.02","","OTHR","2/28/2010","MNTH","MNTH","751.25","","","FLIF","6","EURI","2.7999999523163","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/2/2010","0","","","","","116","100","PERF","1","SEMI","2016","","","","47468","046-620-0070320","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","066-630-0070121","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","217772","","ITH42","ENEO","G46.7.1","SMEX","LARE","155439000","214000","3616000","3188000","12/31/2021","LOLE","","","2/12/2009","6/30/2024","OTHR","1635000","178293.5","","FRXX","5/31/2011","MNTH","MNTH","12277.09","","","FLIF","3.5999999046326","EURI","0.89999997615814","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","2/13/2009","0","65890000","","","","128","100","PERF","1","QUTR","2016","","","","217772","066-630-0070121","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","068-610-0105246","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","174719","","ITH34","ENEO","C31.0.2","RETL","MEDE","11731000","3425000","438000","0","12/31/2021","LOLE","","","6/28/2018","1/31/2024","OVRD","300000","52583.68","","FRXX","9/30/2020","MNTH","MNTH","5538.13","","","FLIF","5.4499998092651","EURI","2.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","6/29/2018","0","8512000","","","","16","100","PERF","1","QUTR","2016","","","","174719","068-610-0105246","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","073-610-0109047","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","433920","","ITH35","ENEO","G46.3.8","RETL","NATP","125000","0","7000","583000","12/31/2021","LOLE","","","1/16/2019","12/31/2025","OVRD","16000","9407.87","","FRXX","12/31/2021","MNTH","MNTH","359.28","","","FLIF","9.1999998092651","EURI","6.5","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","1/17/2019","0","0","","","","9","100","PERF","1","QUTR","2016","","","","433920","073-610-0109047","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","073-620-0090444","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","156097","","ITH35","CNEO","L68.2.0","SMEX","MICE","142000","0","119000","0","12/31/2022","LOLE","","","5/1/2016","10/31/2027","OTHR","1277545.67","641443.15","","FRXX","12/31/2021","MNTH","MNTH","13865.66","","","FLIF","4.3499999046326","EURI","1.1499999761581","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/2/2016","0","0","","","","41","100","PERF","1","SEMI","2016","","","","156097","073-620-0090444","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","102-620-0060451","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","110099","","ITH41","CNEO","L68.2.0","RETL","SMAE","245000","461000","374000","-548000","12/31/2021","LOLE","","","11/5/2012","10/31/2027","EQPI","500000","17247.35","","FRXX","11/30/2012","MNTH","MNTH","374.42","","","FLIF","5.6999998092651","EURI","3","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","6/18/2020","","11/6/2012","250000","2883000","","","","83","100","PERF","1","QUTR","2016","","","","110099","102-620-0060451","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","007-645-0070045","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","101046","","ITH34","ENEO","A1.4.7","RETL","","","","","","","LOLE","","","12/14/2012","9/30/2029","EQPI","200000","102015.39","","FRXX","6/30/2021","MNTH","MNTH","1791.31","","","FLIF","6.9499998092651","EURI","3.75","1","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","12/15/2012","0","","","","","82","100","PERF","1","SEMI","2016","","","","101046","007-645-0070045","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
"SPV000165100820199","3/31/2023","027-620-0064051","ESMA","IT","2019","549300B0FLNFTFYQDJ30N201901","231026","","ITH42","ENEO","L68.2.0","SMEX","SMAE","197000","2190000","117000","-96000","12/31/2022","LOLE","","","4/30/2007","12/31/2025","OVRD","1500000","367450.13","","FRXX","6/30/2021","QUTR","QUTR","34482.5","","","FLIF","3.4000000953674","EURI","0.80000001192093","3","","","","","","","","","","0","0","","","0","","0","0","","0","100","","","","10/9/2019","","","5/1/2007","0","4362000","","","","50","100","PERF","1","SEMI","2016","","","","231026","027-620-0064051","IT","549300B0FLNFTFYQDJ30","BRAN","IT","549300B0FLNFTFYQDJ30","","1","","PRIN","","","","","","","","","","","","","","","","","","",""
